Emotion,Text
joy,ningal pawai rarasaan teh atoh sareng sedih atohna geuning seueur pencapaian anu tos ka capai ku subang teh 
fear,sieun euy aya nu odp tatanga
fear,kalem ath ng stalk deui da sieun v ngabirigidig
joy,karasa bungah nya ningali pamaen bandung maen alus di clup batur
fear,plis euy pasteur asa ngareri kieu asa hariwang balik jambaraha ge
fear,jumlah yg meninggal skrg nambah jd 25 dan death rate naik jd 8 09 dan ada info juga menhub lg koma terus kadis koprasi jabar positif sarieun kieu gusti jadi hoream ngantor
sadness,sok saredih amel mangat para pejuang
anger,naha iye budak gelo bangsat goblog maneh
fear,eleuh jalanan bandung mun geus kieu meuni keeung mana abis dr ngelayat lg hieee malem
joy,alhamdulilla majeng ayeuna mah mudah mudahan teras majeng salamina bingah ningal sareng ngupingna
anger,anying naon deuih cik atuh tong goblog2 teuing hirup teh make ngaletak wc si surup gening hirup sia
joy,bagja boga babaturan teh di sms di bbm sadayana sama rek milih no 3 bisa kitu nya padahal teu janjian 
anger,saeroyi pake acara ketabrak anying goblog pisan
joy,asli hahaha sok atoh pisan aya nu mantuan da yumni ira ge sok marantuan
anger,modar siah the jak modar goblok datang maung modar siah ka kandang
anger,di bandung mikir atuh anjing jang bobotoh luar bandung oge jauh jauh hyg nyaksikeun macth ieuge malah ku brdk bandung di batikeunna sakitu mun saria away menta tulung tiketna kasaha urg selaku bobotoh nu ge kecewa kieumah anjeng pisan lah
joy,hatur nuhun teh uing jdi seuseurian sorangan
fear,pmks harus ditertibkan meresahkan ini mah tiba2 nusuk jarum dr belakng asa sarieun kieu
anger,aing teh kdg suka lier sarua lalaki ambek kalo chat teu di bales padahal sia ngechat cuma p kumaha aing hayang blsna susah pisan keknya ngetik nama atau salam gitu
joy,alhamdulilla atos majeng mah mudah mudahan teras majeng salamina bingah ningal sareng ngupingna ayeuna
anger,bolokocodot samah hirup teh geus aya nu setia malah di nyenyeri apal karma dagoan weh babales mah leuwih peurih 
fear,sarieun tea keur conoha kieu kaluar 
fear,dunya t h asa keueung teu aya nu jumatan mah 
anger,goblog pisan saban taun nu dimasalahkeun ngan ngucapkeun natal hungkul masia rek ngucapkeun rek nteu ge bacot pisan
anger,eh monyet ngerakeun kaum lalaki sia buseeeeet dah sender plis dm aing dong aing hayang nyaho bengeut tangkurak si bangsat jieun emosi kaum hawa nya heran pisan kalakuan ngaleuwihan bangsat sia miskin nepi titah malikeun duit makan dieu ku aing ganti na babi teh
joy,hatur nuhun gusti dinten iyeu abdi dipasihan kabungah alhamdulillah cag ach
anger,eh anying sia masih pagi performa rusak anying gusti allah nu agung tah tingali sia anying bagong jadi 66 dari 100 ah si tolol kalakuan siga dajjal apal aing ge sia loba duid tapi tong kitu anying kehed lah
sadness,nyol urg ningali berita ti palestina ningali dulur urg sarerea teumeunang solat di masjid al aqsa aya ku meunang kudu lewat pintu logam 
sadness,asa sararedih kieu taun bade boboran teh bakal sono ka sasih romdon mugia urang sadaya tiasa pendak sareng romdon payun
joy,mulai ajig pikaserieun ieu
sadness,td saya nonton jeung abah saya sedih ningali persib butut jiga kieu 65 tahun beliau bersama persib jd bobotoh tega ningalina
anger,ges hayang nguruskeun dei sialah bagong kurang kumaha aing asa di leyek hulu aing
joy,balik ngebut da hayang ngompol di jalak keneh eweh cai manya kudu ngalaman make akua ath wow piraku makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak
anger,si anjg mah te gableg kaera ges isuk teh puasa kalakah nyien piomongen goblog pisan
anger,si uyunk gblog taii najis ajeg moal nga band deui jeung si eta anjing pisan si eta gagal total ijid aing
joy,hatur nuhun 2014 bisa nyaksian jeung mapag persib juara di palembang bisa ngasaan naek pesawat nuhun gusti 
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran na nerapkeun pola hirup sehat jeung mariilih cicing di imah jadi lain pedah kasieunan sih 
joy,balik ngebut da hayang ngompol keneh eweh cai pisan manya kudu ngalaman make akua ath wow piraku makasih mantan kamu terbaik membuat aku babarakatakan di jalan karna kalakuan umak di jalak
joy,aslm alaikum sampurasun pak wali kalintang bingah ningal pupuhu nyontoan ngamumule budaya sunda nepangkeun ti sim kuring
anger,awewena deui belegug pd dtang botak jg daek d kitu iy jiji jijiiii tablo ka dukun
anger,goblog saban taun nu dimasalahkeun ngan ngucapkeun natal hungkul masia rek ngucapkeun rek nteu ge bacot
anger,piceun lah striker teh maen teh siga nu niat ongkoh king ai cokor kokoredeun pinafsueun kehed
joy,savage anjir si emang that sanajan urang kota ngabubur duit mah ari eweuh beulieun rek meuli naon moal ngeunah duit nu dilebokna meni ngeunah seuri aslina geh
joy,kuat hayang seuri inget si royson
joy,sumpah demi alloh merinding teu karasa nyurucud cai panon sora mang ayi meni reeus gusti nu agung
joy,teu kuat hayang seuri wkwkwk
joy,alhamdulillah sabenerna diluar dugaan edukasi tentang wabah covid 19 ternyata geus nepi ka pelosok matak teu aneh di masyarakat urang loba nu geus kabangun kasadaran na nerapkeun pola hirup jeung mariilih cicing di imah jadi lain pedah kasieunan sih
anger,nyiar nyiar wae pinapsueun peureup
fear,ajig doa na ni serem kieu kamari leuwih serem ti budak dejek nu babaledogan
anger,duh anying otak teh dipake saetik atuh meni goblok gasuka
sadness,nyeredet kana hate ningal video ieu ya allah
joy,ngiring bingah ninggal ibu nagara sareng bapa akur
anger,der anjing garelut jeung aing
sadness,ajig ieu ci panon teu ereun2 ngurucud
joy,alhamdulillah final finis ke 7 dari 20 pembalap padahal dari gr nuhun ka gusti allah warga pantura bisa balap 
sadness,ka mega mah mamah kudu kuat mamah kudu sembuh pokokna mah mega yakin mamah karunya jeng ka mimiy hayu mamah gugah arurang masih butuh mamah
anger,waspada kudu ngan tong sieun geura lebar imun sia dipake kakuras ku loba kasieun mah hepan we enjoy tapi tetep siaga waspada tong loba lalajo pidio ganas corona jeung lobakeun ngadoa
joy,hello goal hunter keok nu penting si eta ngasupkeun ngoahahaha ngeunah seuri macaan mensen
fear,ih klo ngebahas skripsi lg teh asa hariwang jeung asa terancam nyawa teh
anger,kalakuan kos naon boa tapi hayang na di hormatkeun wae waras teu sia teh 
sadness,rada nyeredet kanu manah ngadangu suara bebeledagan petasan tiasa ngempeul sreng kluarga
joy,aslina ih abi pernah karek ngadenge sora si cepot hungkup ge babarakatakan kuatka peureus kadut
sadness,teuing har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh engke baik tetap semangat nya ngan plis aing teh galike pisan pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet pisan
sadness,leres kang orng sunda mah saromeah asa nyeredet kanu manah di sebut jabar garis keras sakelas prof otakna dangkal
sadness,nongkrong di jalan mah matak panas hate ningali keun batur momotoran jeung kabogohna
anger,asa hayang neunggeul tdi ge mun ku yaah k persib sing d denda
sadness,kadang mah ngerasa tos teu kuat gusti ayeuna pasrah we lah kumaha ge tos aya nu ngatur mugia tiasa iklas we mah
anger,ke antep cenah moyok ke geus jadi ku aing di taplokeun kanu babangus na
joy,duuh abdi rumaos bingah gaduh pamimpin sapertos akang anu sanggem turun langsung kalapangan kangge ngatasi banjir
anger,naon si bagong rujit sia hirup
fear,urang mah langsung lumpat ngadenge suara eta
anger,rarujit ngomong ka aing aranjing tong sok nu lain garoblog anjiiiiing 
fear,bieu kang ngalangkung keueung pisan
sadness,clak cai soca acan dikersakeun kanggo paturai tineung clak cai soca
sadness,uwow hayang ceurik ajiggggg perjuangan aing jang awewe sia sia nyeri hate
sadness,asa karunya aing mah tapi rela lamun lulusna give away mah
joy,teu nanaon abdi oge gaduh kulub hui bajigur bari di harudung sarung beeuuggghhh kacipta raos jeung bingah na
sadness,deudeuh jang sing seueur nu meser na nya jang di dua keun sing ka capai cita2 na amin
sadness,asa hyg cerik asa hyg die untung ngan saukur asa hyg
anger,sia mah ngomong teh pisangsaraeun anjing pisan jelema teh sia mah omongan aing teu didenge jdi wae hutang ngalobaan anjing edan bodo tpi kudu wae diturut pendpat na teh pas jdi loba hutang nylahkeunna ka aing kan
joy,haduh alhamdulillah meuni nikmat geningnya curhat teh
sadness,jam sakieu udud jeung cikopi bari ngahuleng jero sok asa jauh panineungan inget ka lembur ras inget ka kolot ka dulur2 inget ka babaturan2 jol curambay mata pernah aya nu ngalaman siga kieu 
fear,ka banjiran asa hariwang nempo alam dunya kiwari geus hujan wae di bandung sebagian wilayah nju deuih
fear,urng bingung nu make akun c viki saha nya sok asa ngabirigidig bulu punduk serem 
fear,aslinya serem uy niat niis ningali nu aneh mampret ah
anger,sianying tolol bat kalakuan sia
anger,ijid anjing ih ka si kolo toure si jordon ibe pemaen goblog hungkul masih we di paenkeun firminho geus alus2 maen tukangna garoblog 
anger,pelatih geus wani manajemen ngejedog laina di dukung apa kummaha asa meningan si gw meski goblog tapi maneh na bebeakan ngabela tim jeung supporter na didieu mah kalem weh ngudud di caffe bari cing calengir bagong
sadness,ku tirisna tos teu walakaya mugia teu di lembur sareng banjirna ka dulur ka baraya di kota mugia hujan iyeu janten berkah panyinglar si korona
joy,nuhun ieu ngeunah seuri untung lain seperti kemarin pahili jeung noah engke
sadness,dugika kiamat yahudi bakal ngadoreksakeun ka umat islam tapi ai ningali kieu mah gusti meuni nalangsa didieu kur bisa ngadoakeun
sadness,duh karunya meuni sakituna hayang jadi wapres rela ngarusak sagara
anger,bieu aslina maruk na beragama make akal kitu garelo jelema teh wa lieur urg nempo aya jenazah corona dek dikurebkeun warga2 pada nempoan ngarumpul coba mun kieu wae man indonesia jd pang rangsakna ku corona
fear,rewas dayyyy tetep we muringkak sok denger ge
anger,bencong laknat wani na anjing deuleukeun sia kadieu ku aing buburak sia di kandang
sadness,asa sedih kieu ngadangu adzan di masjid ya allah 
sadness,naha asa di lapangan ngarasa sedih ningali persib maen home sepi pemain cadangan gegara di dzalimi ku federasi sok sib buktikeun yakin bisa meunang aamiin
joy,mung ngadangukeun lagu2 sunda teh ieu hate meuni kumaha kitu sorr sorr duuh bingah kitu
anger,tangkurak sia ajig loba babangus cungurrr 
anger,teu ninggali dulur di galey ku aing gera
sadness,sudahi perih ini abi mah om sok hayang leweh
anger,nyinyir terus nu baleg goblog babangus teh 
fear,mlm2 nglewat rumah korban ibu dan anak yg di bunuh kasian lg ngandung di bunuh serem ningali imahna
joy,alhamdulillah meuni nikmat buka puasa bala2 jeung es kelapa ge 
sadness,beteung geus asup kana kopi yaallah padahal ngeunah pisan tapi ripuh
sadness,hate asa nalangsa mun dicaritakeun mah
anger,bcd sia kehed sini maneh gelud jeung aing si gblk sia wani kan ka aing sia ngaca sia teh beunget sia jiga kuyang sia hayo sia
sadness,engke har aing mah sedih ka maneh duaan awalna tapi teu nanaon sugan jodoh maneh leuwih baik tetap semangat nya ngan plis aing teh galike pisan pas si alika ngabaran ngan saukur ngomong aing hamil plis eta nyeredet pisan
anger,waro mun aing nanya teh
sadness,asa hyg cerik asa hyg die untung ngan asa hyg
fear,sok palalaur maenya budak awewe resep k awewe mana sd keneh ieu th herey ato benern budak nyieun status th asa hariwang 
sadness,lain mendramatisir tp emang kanyataan teu walakaya ngadangu suanten si coach
anger,ai sia dibere hate teh menta jantung kumaha tangkurak sia weh eyy kitu jelema teh edan 
sadness,sakapeung cumarita ka mantena ge teu bisa ngalengitkeun kapusing ttp we ngabagel na hate piambekeun piceurikeun hanjelu sakapeung mah sok ngarasa putus asa
anger,balikinlah duitnya bangsat emangni urang denger dia kerja dan dia lagi ada masalah pas ditanya ke keluarganya ga kerja anjir aing kesel sumpah
anger,punten pisan anjing babangus dijagi da sia teh lain jelema nu pang leresna 
sadness,repeh sanajan ripuh kudu bisa ngabelengeh sanajan hate hayang leweh hirup kadang teu bisa di tebak jalan cerita na 
sadness,sedih kieu ningali launching persib 2taun katukang ai persib teh nu saha persib gede pedah saha tanpa bobotoh maneh segede ayeuna
joy,ehh iyeu mah ngeunah seuri na tapi sagala ngeunah seuri sih mun si cepot ges ngabodor mah
joy,atoh aa jadi juara dunia teh abdi mah atoh kuatka bangga ka aa
fear,urang tara maen pubg sieun nempo getih
anger,bosen hirup mh loba gaya pisan jeung teu di helm deui teu boga pikiran jiga bangsat nu di udag wae mun cilaka mh nu hariwang kolotna ngabiayaan rek kamana atuh boss cik atuh mikir da lain budak
fear,kunaon nya aingmah jadi sieun ku cucunguk komo nempo jurig mah tapi sieun nempo cucunguk anu geus jadi jurig
anger,so pisan jdi jelma th lila2 mh centang ku aing gra ktu wae mh kalakuan
sadness,innalillahi wainna ilaihi roojiuun deudeuh jang
fear,asa melang asa nineung asa teu puguh karasana kabeulit kunu teu ngajirim seseblakan ngarasakeun kareuwas
joy,kamari si pujaan hati membawa kejutan nga sms gitu meuni bungah hate teh
fear,tuh pan ahirnamah ngaku ning aduh jadi sarieun kieu nya asa araman bade kamamana teh palaur duh gusti
sadness,tong sare wae atuh coba weh yoga atawa zumba di imah sugan weh cageur duh balik ka imah enak euy urang ka lockdown di malang meuni sedih didieu
sadness,plisss mayat ge punya hak sedih pisan ajig meuni kieu 
anger,si koplok loba bacot anying sia kunaon ai sia eweuh gawe eweuh waktu aing ngawaro sia hoream aing ngadatangan mane indit lah goblog aing rujit
anger,beunget sia rata seseuh tah beunget anj nk bencong da sia mah keparat luh dasar badjingan sia
anger,anying jangar boga duit pisan lieur hayang mabok meuli ah
anger,nyinyir we pagawean teh goblog
fear,asa jauh panineungan kieu ieu teh aya naun dug asa melang cengkat asa hariwang hate ting korejat kieu
sadness,pejuang nyari tempat magang ke jakarta tapi di phpin wkwk pulang bulan puasa boga duit waraas saredih
sadness,ayeuna sedih hariono indit ti persib baheula sedih karena pemain sekelas yosep nandang asup persib 
sadness,hawa peting nu sepi jemlping sora dangdaunan anu ting hariuk ka tebak angin ditambah ku sora jangkrik anu r ang disarada ngiring maturan ieu hat nu keur tunggara mudah2an urang sadayana aya dina lindungan anjeuna aminn
fear,sebelah rumah ada yg odp meni sieun ah
joy,bari ngupingkeun lgu salambar pas heu rt cinggir panas2 goreng pisang nikmat dgn kecapi suling pas dina samak
joy,wkwkwkwkwk kumaha sia we minyak ikan aing babarakatakan kieu
sadness,kadang jadi awewe teh lelah lelah menipu awewe memang penipu mereka sok pura2 bagja padahal hatena nalangsa 
sadness,tadi pas k r ngiuhan kota aya tkang barangmaen sarua ker ngiuhan meuni asa karunya ku aku teh diber weh dua rebu bari ditanya pak ari sadinteun na kenging sabaraha pekteh sapoe na menang 325000 jol jadi malik karunya kadiri sorangan euy di halte beus
fear,subuh saya lewat jalan tol meuni keeung anu dari cileunyi mata kucing lampu eweuh tadi
sadness,teu kabayang kahaareupna kumaha perasaan keluarga korban tiap ngadenge kata persib pasti hayang leweh inget ka korban 
joy,alhamdulillah pami tos sodakoh aya wae babalesna langsung anu langkung nuhun gusti nu agung jumat ieu berkah 
sadness,sedihhh dagang sepii
sadness,bari ngusapan tonggong si mamski teh teuing kunaon rarasaan teh nyaman pisan ai geus diusapan ku si mamski teh nu asalna biasa wae jadi sok saredih aing ka kamar loba pisan kenangan di kamar eta foto foto alika puisi puisi aing keur alika teu kuat aing ceurik di kamar
sadness,nu mere kahadean jiga bantuan teu tangtu kabeh ngarep balesan cukup hargaan salila dirina aya tong nepi nyieun pamolah tur goreng lampah nu matak raheut manah beda jalma beda sipat nu jadi ubar lain cukup ku sabar
sadness,asli kaduhung nepi teu bisa sare saminggu mah jaba anu perform aralus ah kacida
joy,ni ngeunah seuri ningalieun reply ieu hahaha
fear,neme ge tos tlpnan sreng s mmh dlmbur ge berang meuni keueung djln sepi jlmi ge teu aya nu klluar mlhan nuju d pantau bisi aya nu datang ti kota
sadness,merinding anying ngadengeken nu takbir walakaya sorangan mah bisa nanaon pikasedihen lamun dicaritaken mah
anger,goblog pisan saban nu dimasalahkeun ngan ngucapkeun natal hungkul masia ngucapkeun nteu ge bacot pisan taun
sadness,hate nu geus paheut dijieun raheut omongan peureus nyieun leuleus geus teu kuat nahan kanyeri geus waktuna sadar diri 
sadness,bd cumarios ngagentraan wae nu d pikahoyong mangga teu langkung mung tiasa pasrah sumerah kanu ngagaduhanana
